Entry example	Full entry name	Example tested	IsException	Usage Frequency	Note
Hd.	Leprosy				http://dbpedia.org/resource/Leprosy
Hd.	Hybrid drive				http://dbpedia.org/resource/Hybrid_drive
Hd.	Hawaiian Dick				http://dbpedia.org/resource/Hawaiian_Dick
Hd.	High-density storage media				http://dbpedia.org/resource/High-density_storage_media
Hd.	Endocrine disruptor				http://dbpedia.org/resource/Endocrine_disruptor
Hd.	Health (gaming)				http://dbpedia.org/resource/Health_(gaming)
Hd.	Hemodialysis				http://dbpedia.org/resource/Hemodialysis
Hd.	Henry Draper Catalogue				http://dbpedia.org/resource/Henry_Draper_Catalogue
Hd.	HD postcode area				http://dbpedia.org/resource/HD_postcode_area
Hd.	Hyperdeformation				http://dbpedia.org/resource/Hyperdeformation
Hd.	Huntington's disease				http://dbpedia.org/resource/Huntington's_disease
Hd.	Humpty Dumpty				http://dbpedia.org/resource/Humpty_Dumpty
Hd.	Harley-Davidson				http://dbpedia.org/resource/Harley-Davidson
Hd.	High-definition video				http://dbpedia.org/resource/High-definition_video
Hd.	Higher diploma				http://dbpedia.org/resource/Higher_diploma
Hd.	Hip dysplasia				http://dbpedia.org/resource/Hip_dysplasia
Hd.	HDStarcraft				http://dbpedia.org/resource/HDStarcraft
Hd.	Headphone Dust				http://dbpedia.org/resource/Headphone_Dust
Hd.	Hydrogen deuteride				http://dbpedia.org/resource/Hydrogen_deuteride
Hd.	Häagen-Dazs				http://dbpedia.org/resource/H%C3%A4agen-Dazs
Hd.	High-density polyethylene				http://dbpedia.org/resource/High-density_polyethylene
Hd.	Hurter and Driffield				http://dbpedia.org/resource/Hurter_and_Driffield
Hd.	Attention deficit hyperactivity disorder				http://dbpedia.org/resource/Attention_deficit_hyperactivity_disorder
Hdqtrs.	Headquarters				http://dbpedia.org/resource/Hdqtrs.
He.	Hepatic encephalopathy				http://dbpedia.org/resource/Hepatic_encephalopathy
He.	Holocene				http://dbpedia.org/resource/Holocene
He.	Zheng He				http://dbpedia.org/resource/Zheng_He
He.	Helium				http://dbpedia.org/resource/Helium
He.	He County				http://dbpedia.org/resource/He_County
He.	He (letter)				http://dbpedia.org/resource/He_(letter)
He.	He (surname)				http://dbpedia.org/resource/He_(surname)
He.	Immortal Woman He				http://dbpedia.org/resource/Immortal_Woman_He
He.	Hesse				http://dbpedia.org/resource/Hesse
He.	Hurricane Electric				http://dbpedia.org/resource/Hurricane_Electric
He.	He (kana)				http://dbpedia.org/resource/He_(kana)
He.	He (song)				http://dbpedia.org/resource/He_(song)
He.	He				http://dbpedia.org/resource/He
He.	He (short story)				http://dbpedia.org/resource/He_(short_story)
He.	Heathrow Express				http://dbpedia.org/resource/Heathrow_Express
He.	He (film)				http://dbpedia.org/resource/He_(film)
He.	H&E stain				http://dbpedia.org/resource/H&E_stain
He.	Katherine Anne Porter				http://dbpedia.org/resource/Katherine_Anne_Porter
He.	He-He er xian				http://dbpedia.org/resource/He-He_er_xian
He.	Hektoen enteric agar				http://dbpedia.org/resource/Hektoen_enteric_agar
He.	Hebrew language				http://dbpedia.org/resource/Hebrew_language
He.	Higher education				http://dbpedia.org/resource/Higher_education
He.	His Eminence				http://dbpedia.org/resource/His_Eminence
Health/P.E.	Physical education				http://dbpedia.org/resource/Health/P.E.
Heb.	Epistle to the Hebrews				http://dbpedia.org/resource/Heb.
Hebr.	Hebrew language				http://dbpedia.org/resource/Hebr.
Hedw.	Johann Hedwig				http://dbpedia.org/resource/Hedw.
Hegelm.	Christoph Friedrich Hegelmaier				http://dbpedia.org/resource/Hegelm.
Heimerl.	List of botanists by author abbreviation				http://dbpedia.org/resource/Heimerl.
Heinem.	Paul Heinemann				http://dbpedia.org/resource/Heinem.
Heinr.	Emil Johann Lambert Heinricher				http://dbpedia.org/resource/Heinr.
Heist.	Lorenz Heister				http://dbpedia.org/resource/Heist.
Heldr.	Theodor von Heldreich				http://dbpedia.org/resource/Heldr.
Hemsl.	William Hemsley (botanist)				http://dbpedia.org/resource/Hemsl.
Henn.	Paul Christoph Hennings				http://dbpedia.org/resource/Henn.
Hensl.	John Stevens Henslow				http://dbpedia.org/resource/Hensl.
Herb.	William Herbert (botanist)				http://dbpedia.org/resource/Herb.
Hermsdorf/Erzgeb.	Hermsdorf, Saxony				http://dbpedia.org/resource/Hermsdorf/Erzgeb.
Herz.	T. K. G. Herzog				http://dbpedia.org/resource/Herz.
Heynh.	Gustav Heynhold				http://dbpedia.org/resource/Heynh.
Hf.	Hapag-Lloyd Flug				http://dbpedia.org/resource/Hapag-Lloyd_Flug
Hf.	Hard-Fi				http://dbpedia.org/resource/Hard-Fi
Hf.	Helicon Filter				http://dbpedia.org/resource/Helicon_Filter
Hf.	Heraldo Filipino				http://dbpedia.org/resource/Heraldo_Filipino
Hf.	Homewood-Flossmoor High School				http://dbpedia.org/resource/Homewood-Flossmoor_High_School
Hf.	Hedge fund				http://dbpedia.org/resource/Hedge_fund
Hf.	High five				http://dbpedia.org/resource/High_five
Hf.	Handsfree				http://dbpedia.org/resource/Handsfree
Hf.	Humanity First				http://dbpedia.org/resource/Humanity_First
Hf.	Heritage Front				http://dbpedia.org/resource/Heritage_Front
Hf.	Heinz Field				http://dbpedia.org/resource/Heinz_Field
Hf.	HammerFall				http://dbpedia.org/resource/HammerFall
Hf.	Hydrogen fluoride				http://dbpedia.org/resource/Hydrogen_fluoride
Hf.	Helicon Focus				http://dbpedia.org/resource/Helicon_Focus
Hf.	High frequency				http://dbpedia.org/resource/High_frequency
Hf.	Higher Preparatory Examination (HF)				http://dbpedia.org/resource/Higher_Preparatory_Examination_(HF)
Hf.	Hafnium				http://dbpedia.org/resource/Hafnium
Hf.	Heart failure				http://dbpedia.org/resource/Heart_failure
Hf.	Star Trek: Hidden Frontier				http://dbpedia.org/resource/Star_Trek:_Hidden_Frontier
Hg.	H. G. Hadden				http://dbpedia.org/resource/H._G._Hadden
Hg.	Roy and HG				http://dbpedia.org/resource/Roy_and_HG
Hg.	Haplogroup				http://dbpedia.org/resource/Haplogroup
Hg.	Hyperemesis gravidarum				http://dbpedia.org/resource/Hyperemesis_gravidarum
Hg.	House & Garden (magazine)				http://dbpedia.org/resource/House_&_Garden_(magazine)
Hg.	Hlinka Guard				http://dbpedia.org/resource/Hlinka_Guard
Hg.	H. G. Wells				http://dbpedia.org/resource/H._G._Wells
Hg.	Kilogram				http://dbpedia.org/resource/Kilogram
Hg.	HG postcode area				http://dbpedia.org/resource/HG_postcode_area
Hg.	Grace (style)				http://dbpedia.org/resource/Grace_(style)
Hg.	Henry Hugh Gordon Stoker				http://dbpedia.org/resource/Henry_Hugh_Gordon_Stoker
Hgwy.	Highway				http://dbpedia.org/resource/Hgwy.
Hh.	Highness				http://dbpedia.org/resource/Highness
Hh.	Herbig–Haro object				http://dbpedia.org/resource/Herbig%E2%80%93Haro_object
Hh.	List of Latin-script digraphs				http://dbpedia.org/resource/List_of_Latin-script_digraphs
Hh.	Hitchhiker Program				http://dbpedia.org/resource/Hitchhiker_Program
Hh.	Household				http://dbpedia.org/resource/Household
Hh.	HH (Court Street Shuttle)				http://dbpedia.org/resource/HH_(Court_Street_Shuttle)
Hh.	Rockaway Park Shuttle				http://dbpedia.org/resource/Rockaway_Park_Shuttle
Hh.	Hh antigen system				http://dbpedia.org/resource/Hh_antigen_system
Hh.	Helly Hansen				http://dbpedia.org/resource/Helly_Hansen
Hh.	His Holiness				http://dbpedia.org/resource/His_Holiness
Hh.	Hand history				http://dbpedia.org/resource/Hand_history
Hi.	Ili River				http://dbpedia.org/resource/Ili_River
Hi.	Hawaii				http://dbpedia.org/resource/Hawaii
Hi.	Hilal-i-Imtiaz				http://dbpedia.org/resource/Hilal-i-Imtiaz
Hi.	Hi (magazine)				http://dbpedia.org/resource/Hi_(magazine)
Hi.	Historical institutionalism				http://dbpedia.org/resource/Historical_institutionalism
Hi.	Hainan				http://dbpedia.org/resource/Hainan
Hi.	Hi (kana)				http://dbpedia.org/resource/Hi_(kana)
Hi.	Hindi				http://dbpedia.org/resource/Hindi
Hi.	High				http://dbpedia.org/resource/High
Hi.	H I region				http://dbpedia.org/resource/H_I_region
Hi.	Holiday Inn				http://dbpedia.org/resource/Holiday_Inn
Hi.	Hostelling International				http://dbpedia.org/resource/Hostelling_International
Hi.	Hi and Lois				http://dbpedia.org/resource/Hi_and_Lois
Hi.	Health informatics				http://dbpedia.org/resource/Health_informatics
Hi.	Hi Records				http://dbpedia.org/resource/Hi_Records
Hi.	Yining City				http://dbpedia.org/resource/Yining_City
Hi.	Harper's Island				http://dbpedia.org/resource/Harper's_Island
Hi.	Humorous Interpretation				http://dbpedia.org/resource/Humorous_Interpretation
Hi.	Hormonal imprinting				http://dbpedia.org/resource/Hormonal_imprinting
Hi.	Homeless International				http://dbpedia.org/resource/Homeless_International
Hi.	Hydrogen iodide				http://dbpedia.org/resource/Hydrogen_iodide
HiM.	HIM (Finnish band)				http://dbpedia.org/resource/HIM_(Finnish_band)
HiM.	HiM (American band)				http://dbpedia.org/resource/HiM_(American_band)
HiM.	Imperial Majesty (style)				http://dbpedia.org/resource/Imperial_Majesty_(style)
HiM.	Him (film)				http://dbpedia.org/resource/Him_(film)
HiM.	Him (play)				http://dbpedia.org/resource/Him_(play)
HiM.	List of The Powerpuff Girls characters				http://dbpedia.org/resource/List_of_The_Powerpuff_Girls_characters
HiM.	HIM International Music				http://dbpedia.org/resource/HIM_International_Music
HiM.	Him (Rupert Holmes song)				http://dbpedia.org/resource/Him_(Rupert_Holmes_song)
HiM.	Him (Sarah Brightman song)				http://dbpedia.org/resource/Him_(Sarah_Brightman_song)
HiM.	Him (Buffy the Vampire Slayer)				http://dbpedia.org/resource/Him_(Buffy_the_Vampire_Slayer)
HiM.	How It's Made				http://dbpedia.org/resource/How_It's_Made
HiM.	His Infernal Majesty				http://dbpedia.org/resource/His_Infernal_Majesty
HiM.	Health information management				http://dbpedia.org/resource/Health_information_management
HiM.	List of Wonder Showzen characters				http://dbpedia.org/resource/List_of_Wonder_Showzen_characters
Hieron.	Georg Hans Emmo Wolfgang Hieronymus				http://dbpedia.org/resource/Hieron.
Hillebr.	William Hillebrand				http://dbpedia.org/resource/Hillebr.
His/Hr.Ms.	Her Dutch Majesty's Ship				http://dbpedia.org/resource/His/Hr.Ms.
Hist.	History				http://dbpedia.org/resource/Hist.
Hitchc.	A. S. Hitchcock				http://dbpedia.org/resource/Hitchc.
Hj.	Hilal-i-Jur'at				http://dbpedia.org/resource/Hilal-i-Jur'at
Hj.	Halliwell Jones Stadium				http://dbpedia.org/resource/Halliwell_Jones_Stadium
Hj.	Holden HJ				http://dbpedia.org/resource/Holden_HJ
Hj.	Heterojunction				http://dbpedia.org/resource/Heterojunction
Hj.	Hajji				http://dbpedia.org/resource/Hajji
Hj.	Hitler Youth				http://dbpedia.org/resource/Hitler_Youth
Hk.	Hexokinase				http://dbpedia.org/resource/Hexokinase
Hk.	Heckler & Koch				http://dbpedia.org/resource/Heckler_&_Koch
Hk.	National Union of Commercial and Clerical Employees				http://dbpedia.org/resource/National_Union_of_Commercial_and_Clerical_Employees
Hk.	Handknattleiksfélag Kópavogs				http://dbpedia.org/resource/Handknattleiksf%C3%A9lag_K%C3%B3pavogs
Hk.	Union of Employees in Commerce and Offices				http://dbpedia.org/resource/Union_of_Employees_in_Commerce_and_Offices
Hk.	HKScan				http://dbpedia.org/resource/HKScan
Hk.	Hunter-killer				http://dbpedia.org/resource/Hunter-killer
Hk.	Hong Kong				http://dbpedia.org/resource/Hong_Kong
Hk.	Hong Kong dollar				http://dbpedia.org/resource/Hong_Kong_dollar
Hk.	Hefner lamp				http://dbpedia.org/resource/Hefner_lamp
Hk.	Hell's Kitchen				http://dbpedia.org/resource/Hell's_Kitchen
Hk.	HK Magazine				http://dbpedia.org/resource/HK_Magazine
Hk.	Harman Kardon				http://dbpedia.org/resource/Harman_Kardon
Hk.	HK-47				http://dbpedia.org/resource/HK-47
Hk.	.hk				http://dbpedia.org/resource/.hk
Hl.	Herman Li				http://dbpedia.org/resource/Herman_Li
Hl.	Litre				http://dbpedia.org/resource/Litre
Hl.	Hargreaves Lansdown				http://dbpedia.org/resource/Hargreaves_Lansdown
Hl.	Hydrogen line				http://dbpedia.org/resource/Hydrogen_line
Hl.	Congruence (geometry)				http://dbpedia.org/resource/Congruence_(geometry)
Hl.	Half-Life (series)				http://dbpedia.org/resource/Half-Life_(series)
Hl.	Highlighter				http://dbpedia.org/resource/Highlighter
Hl.	Hitachi-LG Data Storage				http://dbpedia.org/resource/Hitachi-LG_Data_Storage
Hl.	Headline				http://dbpedia.org/resource/Headline
Hl.	Hovedstadens Lokalbaner				http://dbpedia.org/resource/Hovedstadens_Lokalbaner
Hl.	Hotline				http://dbpedia.org/resource/Hotline
Hl.	Horseland				http://dbpedia.org/resource/Horseland
Hl.	Hit list				http://dbpedia.org/resource/Hit_list
Hl.	Houlihan Lokey				http://dbpedia.org/resource/Houlihan_Lokey
Hl.	Hangars Liquides				http://dbpedia.org/resource/Hangars_Liquides
Hl.	Hodgkin's lymphoma				http://dbpedia.org/resource/Hodgkin's_lymphoma
Hl.	House of Lords				http://dbpedia.org/resource/House_of_Lords
Hl.	Hugh Laurie				http://dbpedia.org/resource/Hugh_Laurie
Hl.	Half-Life (video game)				http://dbpedia.org/resource/Half-Life_(video_game)
Hl.	Half-life				http://dbpedia.org/resource/Half-life
Hm.	Heard Island and McDonald Islands				http://dbpedia.org/resource/Heard_Island_and_McDonald_Islands
Hm.	Hindustan Motors				http://dbpedia.org/resource/Hindustan_Motors
Hm.	HM (magazine)				http://dbpedia.org/resource/HM_(magazine)
Hm.	Sisters of the Holy Humility of Mary				http://dbpedia.org/resource/Sisters_of_the_Holy_Humility_of_Mary
Hm.	Gameplay of Pokémon				http://dbpedia.org/resource/Gameplay_of_Pok%C3%A9mon
Hm.	Hindley–Milner				http://dbpedia.org/resource/Hindley%E2%80%93Milner
Hm.	H&M				http://dbpedia.org/resource/H&M
Hm.	Hectometre				http://dbpedia.org/resource/Hectometre
Hm.	Hamburgmuseum				http://dbpedia.org/resource/Hamburgmuseum
Hm.	Henry Molaison				http://dbpedia.org/resource/Henry_Molaison
Hn.	Heilbronn				http://dbpedia.org/resource/Heilbronn
Hn.	Herceg Novi				http://dbpedia.org/resource/Herceg_Novi
Hn.	Honduras				http://dbpedia.org/resource/Honduras
Hn.	Hanoi				http://dbpedia.org/resource/Hanoi
Hn.	Hyperdimension Neptunia				http://dbpedia.org/resource/Hyperdimension_Neptunia
Hn.	Hacker News				http://dbpedia.org/resource/Hacker_News
Hn.	Hell No				http://dbpedia.org/resource/Hell_No
Hn.	Hawk Nelson				http://dbpedia.org/resource/Hawk_Nelson
Hn.	V&S Railway				http://dbpedia.org/resource/V&S_Railway
Ho.	Ho, Ghana				http://dbpedia.org/resource/Ho,_Ghana
Ho.	Hoo				http://dbpedia.org/resource/Hoo
Ho.	Don Ho				http://dbpedia.org/resource/Don_Ho
Ho.	Ho Hos				http://dbpedia.org/resource/Ho_Hos
Ho.	Book of Hosea				http://dbpedia.org/resource/Book_of_Hosea
Ho.	HO scale				http://dbpedia.org/resource/HO_scale
Ho.	Heckscher–Ohlin theorem				http://dbpedia.org/resource/Heckscher%E2%80%93Ohlin_theorem
Ho.	Heating oil				http://dbpedia.org/resource/Heating_oil
Ho.	Godfrey Ho				http://dbpedia.org/resource/Godfrey_Ho
Ho.	Handelsorganisation				http://dbpedia.org/resource/Handelsorganisation
Ho.	Ho ho ho				http://dbpedia.org/resource/Ho_ho_ho
Ho.	Heterotopic ossification				http://dbpedia.org/resource/Heterotopic_ossification
Ho.	Ho language				http://dbpedia.org/resource/Ho_language
Ho.	Ho (kana)				http://dbpedia.org/resource/Ho_(kana)
Ho.	Ho people				http://dbpedia.org/resource/Ho_people
Ho.	Harmonic oscillator				http://dbpedia.org/resource/Harmonic_oscillator
Ho.	Ho Chi Minh				http://dbpedia.org/resource/Ho_Chi_Minh
Ho.	Holmium				http://dbpedia.org/resource/Holmium
Ho.	Prostitution				http://dbpedia.org/resource/Prostitution
Ho.	Hoe				http://dbpedia.org/resource/Hoe
Hochr.	Bénédict Pierre Georges Hochreutiner				http://dbpedia.org/resource/Hochr.
Hochst.	Christian Ferdinand Friedrich Hochstetter				http://dbpedia.org/resource/Hochst.
Hoffm.	Georg Franz Hoffmann				http://dbpedia.org/resource/Hoffm.
Hoffmanns.	Johann Centurius Hoffmannsegg				http://dbpedia.org/resource/Hoffmanns.
Hohen.	Rudolph Friedrich Hohenacker				http://dbpedia.org/resource/Hohen.
Holmsk.	Johan Theodor Holmskjold				http://dbpedia.org/resource/Holmsk.
Holtt.	Richard Eric Holttum				http://dbpedia.org/resource/Holtt.
HomePage.	Home page				http://dbpedia.org/resource/HomePage.
HomeStop.	HomeStop				http://dbpedia.org/resource/HomeStop.
Hon.	The Honourable				http://dbpedia.org/resource/Hon.
Hook.	William Hooker (botanist)				http://dbpedia.org/resource/Hook.
Hook.f.	Joseph Dalton Hooker				http://dbpedia.org/resource/Hook.f.
Hooven-Owens-Rentschler.	Hooven-Owens-Rentschler				http://dbpedia.org/resource/Hooven-Owens-Rentschler.
Hopton-on-Sea.	Hopton-on-Sea				http://dbpedia.org/resource/Hopton-on-Sea.
Hor.	Horayot				http://dbpedia.org/resource/Hor.
Hornem.	Jens Wilken Hornemann				http://dbpedia.org/resource/Hornem.
Hornsch.	Christian Friedrich Hornschuch				http://dbpedia.org/resource/Hornsch.
Horsf.	Thomas Horsfield				http://dbpedia.org/resource/Horsf.
Hos.	Hosea				http://dbpedia.org/resource/Hos.
Houst.	William Houstoun (botanist)				http://dbpedia.org/resource/Houst.
Houtt.	Martinus Houttuyn				http://dbpedia.org/resource/Houtt.
Houtz.	Gysbertus Houtzagers				http://dbpedia.org/resource/Houtz.
Hp.	HP Garage				http://dbpedia.org/resource/HP_Garage
Hp.	Mobile phone				http://dbpedia.org/resource/Mobile_phone
Hp.	Harry Potter				http://dbpedia.org/resource/Harry_Potter
Hp.	Helicobacter pylori				http://dbpedia.org/resource/Helicobacter_pylori
Hp.	Hewlett-Packard				http://dbpedia.org/resource/Hewlett-Packard
Hp.	Penguin Group				http://dbpedia.org/resource/Penguin_Group
Hp.	Horsepower				http://dbpedia.org/resource/Horsepower
Hp.	Handley Page				http://dbpedia.org/resource/Handley_Page
Hp.	Howiesons Poort				http://dbpedia.org/resource/Howiesons_Poort
Hp.	Health (gaming)				http://dbpedia.org/resource/Health_(gaming)
Hp.	Hollow-point bullet				http://dbpedia.org/resource/Hollow-point_bullet
Hp.	H. P. Lovecraft				http://dbpedia.org/resource/H._P._Lovecraft
Hp.	Hire purchase				http://dbpedia.org/resource/Hire_purchase
Hp.	Health care provider				http://dbpedia.org/resource/Health_care_provider
Hp.	HP postcode area				http://dbpedia.org/resource/HP_postcode_area
Hp.	Ilford HP				http://dbpedia.org/resource/Ilford_HP
Hp.	Horizontal pitch				http://dbpedia.org/resource/Horizontal_pitch
Hp.	HP Foods				http://dbpedia.org/resource/HP_Foods
Hp.	Hensel Phelps Construction				http://dbpedia.org/resource/Hensel_Phelps_Construction
Hp.	Hello! Project				http://dbpedia.org/resource/Hello!_Project
Hp.	Harry Potter (disambiguation)				http://dbpedia.org/resource/Harry_Potter_(disambiguation)
Hp.	Bayview-Hunters Point, San Francisco				http://dbpedia.org/resource/Bayview-Hunters_Point,_San_Francisco
Hp.	Himachal Pradesh				http://dbpedia.org/resource/Himachal_Pradesh
Hp.	Haptoglobin				http://dbpedia.org/resource/Haptoglobin
Hp.	Hypersensitivity pneumonitis				http://dbpedia.org/resource/Hypersensitivity_pneumonitis
Hp.	Heart Peaks				http://dbpedia.org/resource/Heart_Peaks
Hp.	Hindustan Petroleum				http://dbpedia.org/resource/Hindustan_Petroleum
Hp.	Higher Power				http://dbpedia.org/resource/Higher_Power
Hp.	HP Sauce				http://dbpedia.org/resource/HP_Sauce
Hp.	Supercell				http://dbpedia.org/resource/Supercell
Hq.	HeroQuest				http://dbpedia.org/resource/HeroQuest
Hq.	Quest for Glory: So You Want to Be a Hero				http://dbpedia.org/resource/Quest_for_Glory:_So_You_Want_to_Be_a_Hero
Hq.	Headquarters				http://dbpedia.org/resource/Headquarters
Hq.	HQ (album)				http://dbpedia.org/resource/HQ_(album)
Hq.	Home Quarters Warehouse				http://dbpedia.org/resource/Home_Quarters_Warehouse
Hq.	Geely HQ				http://dbpedia.org/resource/Geely_HQ
Hq.	Hydro-Québec				http://dbpedia.org/resource/Hydro-Qu%C3%A9bec
Hq.	HQ Bank				http://dbpedia.org/resource/HQ_Bank
Hq.	Harley Quinn				http://dbpedia.org/resource/Harley_Quinn
Hq.	HAVE QUICK				http://dbpedia.org/resource/HAVE_QUICK
Hr.	Himesh Reshammiya				http://dbpedia.org/resource/Himesh_Reshammiya
Hr.	Hydroxyethylrutoside				http://dbpedia.org/resource/Hydroxyethylrutoside
Hr.	Haryana				http://dbpedia.org/resource/Haryana
Hr.	.hr				http://dbpedia.org/resource/.hr
Hr.	Hrithik Roshan				http://dbpedia.org/resource/Hrithik_Roshan
Hr.	High Representative of the Union for Foreign Affairs and Security Policy				http://dbpedia.org/resource/High_Representative_of_the_Union_for_Foreign_Affairs_and_Security_Policy
Hr.	Homologous recombination				http://dbpedia.org/resource/Homologous_recombination
Hr.	Hour				http://dbpedia.org/resource/Hour
Hr.	Human rights				http://dbpedia.org/resource/Human_rights
Hr.	Ukrainian hryvnia				http://dbpedia.org/resource/Ukrainian_hryvnia
Hr.	Hispanic Review				http://dbpedia.org/resource/Hispanic_Review
Hr.	United States House of Representatives				http://dbpedia.org/resource/United_States_House_of_Representatives
Hr.	H.R. Pufnstuf				http://dbpedia.org/resource/H.R._Pufnstuf
Hr.	Hazard ratio				http://dbpedia.org/resource/Hazard_ratio
Hr.	Halo: Reach				http://dbpedia.org/resource/Halo:_Reach
Hr.	Haibane Renmei				http://dbpedia.org/resource/Haibane_Renmei
Hr.	Human resource management				http://dbpedia.org/resource/Human_resource_management
Hr.	HR postcode area				http://dbpedia.org/resource/HR_postcode_area
Hr.	Hannibal Rising (film)				http://dbpedia.org/resource/Hannibal_Rising_(film)
Hr.	Highland Railway				http://dbpedia.org/resource/Highland_Railway
Hr.	Half Rate				http://dbpedia.org/resource/Half_Rate
Hr.	Heart rate				http://dbpedia.org/resource/Heart_rate
Hr.	H.R.				http://dbpedia.org/resource/H.R.
Hr.	ISO 3166-2:HR				http://dbpedia.org/resource/ISO_3166-2:HR
Hr.	High-resolution high-definition				http://dbpedia.org/resource/High-resolution_high-definition
Hr.	Hypersensitive response				http://dbpedia.org/resource/Hypersensitive_response
Hr.	Home run (disambiguation)				http://dbpedia.org/resource/Home_run_(disambiguation)
Hr.	Hessischer Rundfunk				http://dbpedia.org/resource/Hessischer_Rundfunk
Hr.	Hampton Roads				http://dbpedia.org/resource/Hampton_Roads
Hr.	Homestar Runner				http://dbpedia.org/resource/Homestar_Runner
Hr.	HR (software)				http://dbpedia.org/resource/HR_(software)
Hr.	Harold Reynolds				http://dbpedia.org/resource/Harold_Reynolds
Hr.	Henry Rollins				http://dbpedia.org/resource/Henry_Rollins
Hr.	Home run				http://dbpedia.org/resource/Home_run
Hr.	Harley Race				http://dbpedia.org/resource/Harley_Race
Hr.	HR (gene)				http://dbpedia.org/resource/HR_(gene)
Hr.	Heritage railway				http://dbpedia.org/resource/Heritage_railway
Hr./Zr.Ms.	Her Dutch Majesty's Ship				http://dbpedia.org/resource/Hr./Zr.Ms.
Hr.Ms.	Her Dutch Majesty's Ship				http://dbpedia.org/resource/Hr.Ms.
Hs.	Heavenly Sword				http://dbpedia.org/resource/Heavenly_Sword
Hs.	Historische Sprachforschung				http://dbpedia.org/resource/Historische_Sprachforschung
Hs.	Hun Sen				http://dbpedia.org/resource/Hun_Sen
Hs.	Harmonized System				http://dbpedia.org/resource/Harmonized_System
Hs.	Homer Simpson				http://dbpedia.org/resource/Homer_Simpson
Hs.	Human				http://dbpedia.org/resource/Human
Hs.	Sulfur mustard				http://dbpedia.org/resource/Sulfur_mustard
Hs.	Homeschooling				http://dbpedia.org/resource/Homeschooling
Hs.	Harris Scarfe				http://dbpedia.org/resource/Harris_Scarfe
Hs.	Hawker Siddeley				http://dbpedia.org/resource/Hawker_Siddeley
Hs.	Tie (engineering)				http://dbpedia.org/resource/Tie_(engineering)
Hs.	Henschel & Son				http://dbpedia.org/resource/Henschel_&_Son
Hs.	HS postcode area				http://dbpedia.org/resource/HS_postcode_area
Hs.	Han Solo				http://dbpedia.org/resource/Han_Solo
Hs.	Homestuck				http://dbpedia.org/resource/Homestuck
Hs.	Hail Satan				http://dbpedia.org/resource/Hail_Satan
Hs.	Hypothetical syllogism				http://dbpedia.org/resource/Hypothetical_syllogism
Hs.	Higher Secondary Examination				http://dbpedia.org/resource/Higher_Secondary_Examination
Hs.	Higher self				http://dbpedia.org/resource/Higher_self
Hs.	High school				http://dbpedia.org/resource/High_school
Hs.	Score (game)				http://dbpedia.org/resource/Score_(game)
Hs.	Hello Saferide				http://dbpedia.org/resource/Hello_Saferide
Hs.	HS Produkt				http://dbpedia.org/resource/HS_Produkt
Hs.	Helsingin Sanomat				http://dbpedia.org/resource/Helsingin_Sanomat
Hs.	Head shot				http://dbpedia.org/resource/Head_shot
Hs.	Head & Shoulders				http://dbpedia.org/resource/Head_&_Shoulders
Hs.	Lexus HS				http://dbpedia.org/resource/Lexus_HS
Hs.	Hereditary spherocytosis				http://dbpedia.org/resource/Hereditary_spherocytosis
Hs.	HSBC				http://dbpedia.org/resource/HSBC
Hs.	Hassium				http://dbpedia.org/resource/Hassium
Hs.	Hidradenitis suppurativa				http://dbpedia.org/resource/Hidradenitis_suppurativa
Hs.	Hydrogen sulfide				http://dbpedia.org/resource/Hydrogen_sulfide
Hsa.	Haiku Society of America				http://dbpedia.org/resource/Haiku_Society_of_America
Hsa.	Health Spending Account				http://dbpedia.org/resource/Health_Spending_Account
Hsa.	Harvard Student Agencies				http://dbpedia.org/resource/Harvard_Student_Agencies
Hsa.	Maryland High School Assessments				http://dbpedia.org/resource/Maryland_High_School_Assessments
Hsa.	Health savings account				http://dbpedia.org/resource/Health_savings_account
Hsa.	Harmony Public Schools				http://dbpedia.org/resource/Harmony_Public_Schools
Hsa.	Hunt Saboteurs Association				http://dbpedia.org/resource/Hunt_Saboteurs_Association
Hsa.	Homeland Security Act				http://dbpedia.org/resource/Homeland_Security_Act
Hsa.	Health Sciences Authority				http://dbpedia.org/resource/Health_Sciences_Authority
Hsa.	Hispanic Student Association				http://dbpedia.org/resource/Hispanic_Student_Association
Hsa.	The Harlem School of the Arts				http://dbpedia.org/resource/The_Harlem_School_of_the_Arts
Hsa.	Hmar Students Association				http://dbpedia.org/resource/Hmar_Students_Association
Hsa.	HSAS				http://dbpedia.org/resource/HSAS
Hsa.	Human serum albumin				http://dbpedia.org/resource/Human_serum_albumin
Ht.	Serotonin				http://dbpedia.org/resource/Serotonin
Ht.	HyperTransport				http://dbpedia.org/resource/HyperTransport
Ht.	Tesla (unit)				http://dbpedia.org/resource/Tesla_(unit)
Ht.	Hanshin Tigers				http://dbpedia.org/resource/Hanshin_Tigers
Ht.	Histology				http://dbpedia.org/resource/Histology
Ht.	Harris Teeter				http://dbpedia.org/resource/Harris_Teeter
Ht.	Hattrick				http://dbpedia.org/resource/Hattrick
Ht.	Hormone therapy				http://dbpedia.org/resource/Hormone_therapy
Ht.	How-to				http://dbpedia.org/resource/How-to
Ht.	T-Hrvatski Telekom				http://dbpedia.org/resource/T-Hrvatski_Telekom
Ht.	Tie (engineering)				http://dbpedia.org/resource/Tie_(engineering)
Ht.	Hybrid Theory				http://dbpedia.org/resource/Hybrid_Theory
