Entry example	Full entry name	Example tested	IsException	Usage Frequency	Note
Rc.	Warren Ashby Residential College at Mary Foust				http://dbpedia.org/resource/Warren_Ashby_Residential_College_at_Mary_Foust
Rc.	Relative clause				http://dbpedia.org/resource/Relative_clause
Rc.	Richard Childress				http://dbpedia.org/resource/Richard_Childress
Rc.	Resource (Windows)				http://dbpedia.org/resource/Resource_(Windows)
Rchb.	Ludwig Reichenbach				http://dbpedia.org/resource/Rchb.
Rchb.f.	Heinrich Gustav Reichenbach				http://dbpedia.org/resource/Rchb.f.
Rd.	Radical Dreamers: Nusumenai Hōseki				http://dbpedia.org/resource/Radical_Dreamers:_Nusumenai_H%C5%8Dseki
Rd.	Ritual Decalogue				http://dbpedia.org/resource/Ritual_Decalogue
Rd.	Research and development				http://dbpedia.org/resource/Research_and_development
Rd.	Fire Emblem: Radiant Dawn				http://dbpedia.org/resource/Fire_Emblem:_Radiant_Dawn
Rd.	Reader's Digest				http://dbpedia.org/resource/Reader's_Digest
Rd.	Rilindja Demokratike				http://dbpedia.org/resource/Rilindja_Demokratike
Rd.	No. 6 Repair Depot RCAF				http://dbpedia.org/resource/No._6_Repair_Depot_RCAF
Rd.	Residence hall director				http://dbpedia.org/resource/Residence_hall_director
Rd.	Rural delivery service				http://dbpedia.org/resource/Rural_delivery_service
Rd.	Ordinal indicator				http://dbpedia.org/resource/Ordinal_indicator
Rd.	Reservoir Dogs				http://dbpedia.org/resource/Reservoir_Dogs
Rd.	Red Dwarf				http://dbpedia.org/resource/Red_Dwarf
Rd.	Rmdir				http://dbpedia.org/resource/Rmdir
Rd.	Road				http://dbpedia.org/resource/Road
Rd.	Reasonable Doubt (album)				http://dbpedia.org/resource/Reasonable_Doubt_(album)
Rd.	Radio Disney				http://dbpedia.org/resource/Radio_Disney
Rd.	Route distinguisher				http://dbpedia.org/resource/Route_distinguisher
Rd.	RD-8 (rocket engine)				http://dbpedia.org/resource/RD-8_(rocket_engine)
Rd.	Rata Die				http://dbpedia.org/resource/Rata_Die
Rd.	Rutherford (unit)				http://dbpedia.org/resource/Rutherford_(unit)
Rd.	Roald Dahl				http://dbpedia.org/resource/Roald_Dahl
Rd.	Rahul Dravid				http://dbpedia.org/resource/Rahul_Dravid
Rd.	Retinal detachment				http://dbpedia.org/resource/Retinal_detachment
Rd.	Ruby Document format				http://dbpedia.org/resource/Ruby_Document_format
Rd.	USDA Rural Development				http://dbpedia.org/resource/USDA_Rural_Development
Rd.	Ratchet: Deadlocked				http://dbpedia.org/resource/Ratchet:_Deadlocked
Rd.	Real Drive				http://dbpedia.org/resource/Real_Drive
Rech.	Karl Rechinger				http://dbpedia.org/resource/Rech.
Rech.f.	Karl Heinz Rechinger				http://dbpedia.org/resource/Rech.f.
Redscale.	Redscale				http://dbpedia.org/resource/Redscale.
Reformation.	Protestant Reformation				http://dbpedia.org/resource/Reformation.
Reichenbach/O.L.	Reichenbach (Oberlausitz)				http://dbpedia.org/resource/Reichenbach/O.L.
Reichst.	Tadeus Reichstein				http://dbpedia.org/resource/Reichst.
Reinw.	Caspar Georg Carl Reinwardt				http://dbpedia.org/resource/Reinw.
Relig.	Religion				http://dbpedia.org/resource/Relig.
Rem.	Remington Arms				http://dbpedia.org/resource/Rem.
Rep.	United States House of Representatives				http://dbpedia.org/resource/Rep.
Resv.-Holms.	Hanna Resvoll-Holmsen				http://dbpedia.org/resource/Resv.-Holms.
Retz.	Anders Jahan Retzius				http://dbpedia.org/resource/Retz.
Reut.	George François Reuter				http://dbpedia.org/resource/Reut.
Rev.	Rev Theory				http://dbpedia.org/resource/Rev_Theory
Rev.	G.rev				http://dbpedia.org/resource/G.rev
Rev.	Rev limiter				http://dbpedia.org/resource/Rev_limiter
Rev.	Chemical Reviews				http://dbpedia.org/resource/Chemical_Reviews
Rev.	Reverse				http://dbpedia.org/resource/Reverse
Rev.	Book of Revelation				http://dbpedia.org/resource/Book_of_Revelation
Rev.	Review				http://dbpedia.org/resource/Review
Rev.	Rev Cannady				http://dbpedia.org/resource/Rev_Cannady
Rev.	The Reverend				http://dbpedia.org/resource/The_Reverend
Rev.	Rev II of Iberia				http://dbpedia.org/resource/Rev_II_of_Iberia
Rev.	Rev I of Iberia				http://dbpedia.org/resource/Rev_I_of_Iberia
Rev.	Mercury Rev				http://dbpedia.org/resource/Mercury_Rev
Rev.	Redlands East Valley High School				http://dbpedia.org/resource/Redlands_East_Valley_High_School
Rev.	The Revs				http://dbpedia.org/resource/The_Revs
Rev.	New England Revolution				http://dbpedia.org/resource/New_England_Revolution
Rev.	Rev (HIV)				http://dbpedia.org/resource/Rev_(HIV)
Rev.	International Conference on Remote Engineering and Virtual Instrumentation				http://dbpedia.org/resource/International_Conference_on_Remote_Engineering_and_Virtual_Instrumentation
Rev.	Rev (drink)				http://dbpedia.org/resource/Rev_(drink)
Rev.	Rev (comics)				http://dbpedia.org/resource/Rev_(comics)
Rev.	Alpha Rev				http://dbpedia.org/resource/Alpha_Rev
Rev.	Rev. (TV series)				http://dbpedia.org/resource/Rev._(TV_series)
Rev.	Rev (Ten Foot Pole album)				http://dbpedia.org/resource/Rev_(Ten_Foot_Pole_album)
Rev.	Rev-Ola Records				http://dbpedia.org/resource/Rev-Ola_Records
Rev.	Rev It Up				http://dbpedia.org/resource/Rev_It_Up
Rev.	Revs (graffiti artist)				http://dbpedia.org/resource/Revs_(graffiti_artist)
Rev.	Over Rev!				http://dbpedia.org/resource/Over_Rev!
Rev.	Physical Review				http://dbpedia.org/resource/Physical_Review
Rev.	Revolutions per minute				http://dbpedia.org/resource/Revolutions_per_minute
Rev.	List of Andromeda characters				http://dbpedia.org/resource/List_of_Andromeda_characters
Rev.	RunRev				http://dbpedia.org/resource/RunRev
Rev.	Fischtown Pinguins				http://dbpedia.org/resource/Fischtown_Pinguins
Rev.	Representative elementary volume				http://dbpedia.org/resource/Representative_elementary_volume
Rev.	Rev.com				http://dbpedia.org/resource/Rev.com
Rev.	Revs (video game)				http://dbpedia.org/resource/Revs_(video_game)
Rev.	Rev.elation				http://dbpedia.org/resource/Rev.elation
Rev.	REV (disk)				http://dbpedia.org/resource/REV_(disk)
Rev.	Horns Rev				http://dbpedia.org/resource/Horns_Rev
Rev.	Martin Rev				http://dbpedia.org/resource/Martin_Rev
Rev.	Rev (Ultra Vivid Scene album)				http://dbpedia.org/resource/Rev_(Ultra_Vivid_Scene_album)
Rev.	Hybrid vehicle drivetrain				http://dbpedia.org/resource/Hybrid_vehicle_drivetrain
Rev.	The Rev				http://dbpedia.org/resource/The_Rev
Revd.	The Reverend				http://dbpedia.org/resource/Revd.
Rf.	Reticular formation				http://dbpedia.org/resource/Reticular_formation
Rf.	Royalty-free				http://dbpedia.org/resource/Royalty-free
Rf.	Russia				http://dbpedia.org/resource/Russia
Rf.	Rutherfordium				http://dbpedia.org/resource/Rutherfordium
Rf.	Ralph Furley				http://dbpedia.org/resource/Ralph_Furley
Rf.	Red Faction				http://dbpedia.org/resource/Red_Faction
Rf.	Rhodesian Front				http://dbpedia.org/resource/Rhodesian_Front
Rf.	Genetic linkage				http://dbpedia.org/resource/Genetic_linkage
Rf.	Receptive field				http://dbpedia.org/resource/Receptive_field
Rf.	Random forest				http://dbpedia.org/resource/Random_forest
Rf.	RF connector				http://dbpedia.org/resource/RF_connector
Rf.	Right fielder				http://dbpedia.org/resource/Right_fielder
Rf.	Rio Ferdinand				http://dbpedia.org/resource/Rio_Ferdinand
Rf.	Roskilde Festival				http://dbpedia.org/resource/Roskilde_Festival
Rf.	RF Generation				http://dbpedia.org/resource/RF_Generation
Rf.	Rumble Fighter				http://dbpedia.org/resource/Rumble_Fighter
Rf.	Register file				http://dbpedia.org/resource/Register_file
Rf.	Radio frequency				http://dbpedia.org/resource/Radio_frequency
Rf.	Retardation factor				http://dbpedia.org/resource/Retardation_factor
Rf.	South Vietnamese Regional Force				http://dbpedia.org/resource/South_Vietnamese_Regional_Force
Rf.	Range factor				http://dbpedia.org/resource/Range_factor
Rf.	RF Online				http://dbpedia.org/resource/RF_Online
Rf.	Regions Financial Corporation				http://dbpedia.org/resource/Regions_Financial_Corporation
Rf.	Rascal Flatts				http://dbpedia.org/resource/Rascal_Flatts
Rf.	Rheumatoid factor				http://dbpedia.org/resource/Rheumatoid_factor
Rf.	Radiative forcing				http://dbpedia.org/resource/Radiative_forcing
Rf.	Release factor				http://dbpedia.org/resource/Release_factor
Rf.	Roger Federer				http://dbpedia.org/resource/Roger_Federer
Rg.	Railgun				http://dbpedia.org/resource/Railgun
Rg.	Rhythmic gymnastics				http://dbpedia.org/resource/Rhythmic_gymnastics
Rg.	RG postcode area				http://dbpedia.org/resource/RG_postcode_area
Rg.	Republican Guard (Iraq)				http://dbpedia.org/resource/Republican_Guard_(Iraq)
Rg.	Pectin				http://dbpedia.org/resource/Pectin
Rg.	Rap Genius				http://dbpedia.org/resource/Rap_Genius
Rg.	Radius of gyration				http://dbpedia.org/resource/Radius_of_gyration
Rg.	RG color space				http://dbpedia.org/resource/RG_color_space
Rg.	Renormalization group				http://dbpedia.org/resource/Renormalization_group
Rg.	ReplayGain				http://dbpedia.org/resource/ReplayGain
Rg.	Roberts-Gordon LLC				http://dbpedia.org/resource/Roberts-Gordon_LLC
Rg.	R & G Financial Corporation				http://dbpedia.org/resource/R_&_G_Financial_Corporation
Rg.	RG-6 grenade launcher				http://dbpedia.org/resource/RG-6_grenade_launcher
Rg.	Robert Griffin III				http://dbpedia.org/resource/Robert_Griffin_III
Rg.	Royal Greenland				http://dbpedia.org/resource/Royal_Greenland
Rg.	Ibanez RG				http://dbpedia.org/resource/Ibanez_RG
Rg.	Direction centrale des renseignements généraux				http://dbpedia.org/resource/Direction_centrale_des_renseignements_g%C3%A9n%C3%A9raux
Rg.	Roentgenium				http://dbpedia.org/resource/Roentgenium
Rg.	Royal Gibraltar Regiment				http://dbpedia.org/resource/Royal_Gibraltar_Regiment
Rg.	Residential gateway				http://dbpedia.org/resource/Residential_gateway
Rh.	Radiohead				http://dbpedia.org/resource/Radiohead
Rh.	Robert A. Heinlein				http://dbpedia.org/resource/Robert_A._Heinlein
Rh.	Red Hat				http://dbpedia.org/resource/Red_Hat
Rh.	Rh blood group system				http://dbpedia.org/resource/Rh_blood_group_system
Rh.	Kimi ga Nozomu Eien				http://dbpedia.org/resource/Kimi_ga_Nozomu_Eien
Rh.	RH postcode area				http://dbpedia.org/resource/RH_postcode_area
Rh.	Rush Hour (film series)				http://dbpedia.org/resource/Rush_Hour_(film_series)
Rh.	Rush hour				http://dbpedia.org/resource/Rush_hour
Rh.	Releasing hormone				http://dbpedia.org/resource/Releasing_hormone
Rh.	The Right Honourable				http://dbpedia.org/resource/The_Right_Honourable
Rh.	Ryan's Hope				http://dbpedia.org/resource/Ryan's_Hope
Rh.	Reinhard Heydrich				http://dbpedia.org/resource/Reinhard_Heydrich
Rh.	Handedness				http://dbpedia.org/resource/Handedness
Rh.	List of Latin-script digraphs				http://dbpedia.org/resource/List_of_Latin-script_digraphs
Rh.	Ron Howard				http://dbpedia.org/resource/Ron_Howard
Rh.	Rubeus Hagrid				http://dbpedia.org/resource/Rubeus_Hagrid
Rh.	Reproductive health				http://dbpedia.org/resource/Reproductive_health
Rh.	Riemann hypothesis				http://dbpedia.org/resource/Riemann_hypothesis
Rh.	Robin Hood				http://dbpedia.org/resource/Robin_Hood
Rh.	Relative humidity				http://dbpedia.org/resource/Relative_humidity
Rh.	Rhodium				http://dbpedia.org/resource/Rhodium
Rhodes.	Rhodes, Iowa				http://dbpedia.org/resource/Rhodes,_Iowa
Rhodes.	Rhodes Trail Run				http://dbpedia.org/resource/Rhodes_Trail_Run
Rhodes.	Rhodes piano				http://dbpedia.org/resource/Rhodes_piano
Rhodes.	Rhodes College				http://dbpedia.org/resource/Rhodes_College
Rhodes.	Athiri				http://dbpedia.org/resource/Athiri
Rhodes.	Rhodes, Eastern Cape				http://dbpedia.org/resource/Rhodes,_Eastern_Cape
Rhodes.	Rhodes Brothers				http://dbpedia.org/resource/Rhodes_Brothers
Rhodes.	Rhodes, New South Wales				http://dbpedia.org/resource/Rhodes,_New_South_Wales
Rhodes.	RhoMobile Suite				http://dbpedia.org/resource/RhoMobile_Suite
Rhodes.	Rhodes (city)				http://dbpedia.org/resource/Rhodes_(city)
Rhodes.	Rhodes Scholarship				http://dbpedia.org/resource/Rhodes_Scholarship
Rhodes.	Rhodes Preparatory School				http://dbpedia.org/resource/Rhodes_Preparatory_School
Rhodes.	Rhodes Singers				http://dbpedia.org/resource/Rhodes_Singers
Rhodes.	Rhodes University				http://dbpedia.org/resource/Rhodes_University
Rhodes.	Rhodes, Moselle				http://dbpedia.org/resource/Rhodes,_Moselle
Rhodes.	Rhodes (surname)				http://dbpedia.org/resource/Rhodes_(surname)
Rhodes.	Rhodes				http://dbpedia.org/resource/Rhodes
Ri.	Raffles Institution				http://dbpedia.org/resource/Raffles_Institution
Ri.	Rhombicosahedron				http://dbpedia.org/resource/Rhombicosahedron
Ri.	Ri, Orne				http://dbpedia.org/resource/Ri,_Orne
Ri.	Rehabilitation International				http://dbpedia.org/resource/Rehabilitation_International
Ri.	Gender reform in Esperanto				http://dbpedia.org/resource/Gender_reform_in_Esperanto
Ri.	Ri (administrative division)				http://dbpedia.org/resource/Ri_(administrative_division)
Ri.	Chicago, Rock Island and Pacific Railroad				http://dbpedia.org/resource/Chicago,_Rock_Island_and_Pacific_Railroad
Ri.	Royal Institute of Painters in Water Colours				http://dbpedia.org/resource/Royal_Institute_of_Painters_in_Water_Colours
Ri.	Rotary International				http://dbpedia.org/resource/Rotary_International
Ri.	Refugees International				http://dbpedia.org/resource/Refugees_International
Ri.	Arterial resistivity index				http://dbpedia.org/resource/Arterial_resistivity_index
Ri.	Royal Institution				http://dbpedia.org/resource/Royal_Institution
Ri.	Ri (kana)				http://dbpedia.org/resource/Ri_(kana)
Ri.	RS-232				http://dbpedia.org/resource/RS-232
Ri.	Refractive index				http://dbpedia.org/resource/Refractive_index
Ri.	Rhode Island				http://dbpedia.org/resource/Rhode_Island
Ri.	King-Emperor				http://dbpedia.org/resource/King-Emperor
Rich.	Louis Claude Richard				http://dbpedia.org/resource/Rich.
Ridl.	Henry Nicholas Ridley				http://dbpedia.org/resource/Ridl.
Riv.	Augustus Quirinus Rivinus				http://dbpedia.org/resource/Riv.
Rivière.	Rivière				http://dbpedia.org/resource/Rivière.
Rj.	Ron Jeremy				http://dbpedia.org/resource/Ron_Jeremy
Rj.	Robert Jordan				http://dbpedia.org/resource/Robert_Jordan
Rj.	Regional jet				http://dbpedia.org/resource/Regional_jet
Rj.	Radio jockey				http://dbpedia.org/resource/Radio_jockey
Rj.	Red John				http://dbpedia.org/resource/Red_John
Rj.	Robert J. Mical				http://dbpedia.org/resource/Robert_J._Mical
Rj.	Richard D. James (scientist)				http://dbpedia.org/resource/Richard_D._James_(scientist)
Rj.	R. J. Reynolds Tobacco Company				http://dbpedia.org/resource/R._J._Reynolds_Tobacco_Company
Rj.	Roy Jones, Jr.				http://dbpedia.org/resource/Roy_Jones,_Jr.
Rj.	Les Brasseurs RJ				http://dbpedia.org/resource/Les_Brasseurs_RJ
Rj.	Reproductive justice				http://dbpedia.org/resource/Reproductive_justice
Rj.	Richard Jefferson				http://dbpedia.org/resource/Richard_Jefferson
Rj.	Rubber Johnny				http://dbpedia.org/resource/Rubber_Johnny
Rj.	Romeo and Juliet				http://dbpedia.org/resource/Romeo_and_Juliet
Rj.	Registered jack				http://dbpedia.org/resource/Registered_jack
Rj.	American Idol (season 1)				http://dbpedia.org/resource/American_Idol_(season_1)
Rj.	Royal Jordanian				http://dbpedia.org/resource/Royal_Jordanian
Rj.	RJ Rosales				http://dbpedia.org/resource/RJ_Rosales
Rj.	Randy Johnson				http://dbpedia.org/resource/Randy_Johnson
Rj.	Boeing RC-135				http://dbpedia.org/resource/Boeing_RC-135
Rj.	Rick Jeanneret				http://dbpedia.org/resource/Rick_Jeanneret
Rj.	Anilingus				http://dbpedia.org/resource/Anilingus
Rj.	Rio de Janeiro				http://dbpedia.org/resource/Rio_de_Janeiro
Rk.	Rajesh Khanna				http://dbpedia.org/resource/Rajesh_Khanna
Rk.	Ununtrium				http://dbpedia.org/resource/Ununtrium
Rk.	Rhodopsin kinase				http://dbpedia.org/resource/Rhodopsin_kinase
Rk.	Riddlin' Kids				http://dbpedia.org/resource/Riddlin'_Kids
Rk.	Linux/RK				http://dbpedia.org/resource/Linux/RK
Rk.	Radial keratotomy				http://dbpedia.org/resource/Radial_keratotomy
Rk.	Royal Khmer Airlines				http://dbpedia.org/resource/Royal_Khmer_Airlines
Rk.	Relient K				http://dbpedia.org/resource/Relient_K
Rk.	Rilo Kiley				http://dbpedia.org/resource/Rilo_Kiley
Rk.	Rizzle Kicks				http://dbpedia.org/resource/Rizzle_Kicks
Rk.	Reality Kings				http://dbpedia.org/resource/Reality_Kings
Rk.	Runge–Kutta methods				http://dbpedia.org/resource/Runge%E2%80%93Kutta_methods
Rk.	Rurouni Kenshin				http://dbpedia.org/resource/Rurouni_Kenshin
Rk.	Rk 62				http://dbpedia.org/resource/Rk_62
Rk.	Rk 95 Tp				http://dbpedia.org/resource/Rk_95_Tp
Rl.	Next (group)				http://dbpedia.org/resource/Next_(group)
Rl.	Rugby league				http://dbpedia.org/resource/Rugby_league
Rl.	Registered Locksmith				http://dbpedia.org/resource/Registered_Locksmith
Rl.	Rocket launcher				http://dbpedia.org/resource/Rocket_launcher
Rl.	RL circuit				http://dbpedia.org/resource/RL_circuit
Rl.	Reinforcement learning				http://dbpedia.org/resource/Reinforcement_learning
Rl.	Reload				http://dbpedia.org/resource/Reload
Rl.	List of Latin-script digraphs				http://dbpedia.org/resource/List_of_Latin-script_digraphs
Rl.	Acura RL				http://dbpedia.org/resource/Acura_RL
Rl.	Ralph Lauren Corporation				http://dbpedia.org/resource/Ralph_Lauren_Corporation
Rl.	RL (complexity)				http://dbpedia.org/resource/RL_(complexity)
Rl.	Roxbury Latin School				http://dbpedia.org/resource/Roxbury_Latin_School
Rl.	R. L. Stine				http://dbpedia.org/resource/R._L._Stine
Rl.	Radio Free Europe/Radio Liberty				http://dbpedia.org/resource/Radio_Free_Europe/Radio_Liberty
Rl.	Réseau Luxembourgeois des Amateurs d'Ondes Courtes				http://dbpedia.org/resource/R%C3%A9seau_Luxembourgeois_des_Amateurs_d'Ondes_Courtes
Rl.	Real life				http://dbpedia.org/resource/Real_life
Rm.	Reichsmark				http://dbpedia.org/resource/Reichsmark
Rm.	Real Madrid C.F.				http://dbpedia.org/resource/Real_Madrid_C.F.
Rm.	Relational model				http://dbpedia.org/resource/Relational_model
Rm.	Rm (Unix)				http://dbpedia.org/resource/Rm_(Unix)
Rm.	Romania				http://dbpedia.org/resource/Romania
Rm.	Records management				http://dbpedia.org/resource/Records_management
Rm.	Republic of Macedonia				http://dbpedia.org/resource/Republic_of_Macedonia
Rm.	Royal Marines				http://dbpedia.org/resource/Royal_Marines
Rm.	Running Man (TV series)				http://dbpedia.org/resource/Running_Man_(TV_series)
Rm.	Resident Magistrate				http://dbpedia.org/resource/Resident_Magistrate
Rm.	3D printing				http://dbpedia.org/resource/3D_printing
Rm.	Reasoning Mind				http://dbpedia.org/resource/Reasoning_Mind
Rm.	RM postcode area				http://dbpedia.org/resource/RM_postcode_area
Rm.	The R.M.				http://dbpedia.org/resource/The_R.M.
Rm.	One-repetition maximum				http://dbpedia.org/resource/One-repetition_maximum
